0,1,13,
0,12,13,
2,3,14,
3,4,14,
4,14,15,
4,15,16,
4,5,16,
5,6,16,
6,16,17,
6,7,17,
7,8,17,
8,17,18,
8,9,18,
9,18,19,
9,10,19,
11,20,21,
0,12,22,
12,22,23,
12,23,24,
12,13,24,
1,13,25,
1,2,25,
13,24,25,
2,14,26,
2,25,26,
14,26,27,
14,27,28,
14,15,28,
15,28,29,
15,16,29,
16,17,29,
17,18,30,
17,29,30,
18,19,31,
10,19,32,
10,11,32,
19,31,32,
11,32,33,
11,20,33,
20,33,34,
20,34,35,
20,21,35,
21,35,36,
21,36,37,
22,38,39,
22,39,40,
22,40,41,
22,23,41,
23,41,42,
23,42,43,
23,24,43,
24,43,44,
24,25,44,
25,44,45,
25,26,45,
26,27,45,
27,45,46,
27,46,47,
27,28,47,
28,47,48,
28,29,48,
29,48,49,
29,30,49,
30,49,50,
18,30,51,
18,31,51,
30,50,51,
31,51,52,
31,32,52,
33,34,53,
32,52,53,
32,33,53,
35,36,54,
34,35,54,
36,54,55,
36,55,56,
36,37,56,
37,56,57,
38,39,59,
38,58,59,
39,59,60,
39,40,60,
40,60,61,
40,41,61,
41,61,62,
41,42,62,
42,62,63,
42,43,63,
43,44,63,
44,63,64,
44,45,64,
45,64,65,
45,46,65,
46,65,66,
46,47,66,
47,66,67,
47,48,67,
48,49,67,
49,67,68,
49,50,68,
50,68,69,
50,51,69,
51,52,69,
52,69,70,
52,70,71,
52,53,71,
53,71,72,
34,53,73,
34,54,73,
53,72,73,
54,55,74,
54,73,74,
55,74,75,
56,57,76,
55,75,76,
55,56,76,
57,76,77,
57,77,78,
58,79,80,
58,59,81,
58,80,81,
59,60,82,
59,81,82,
60,61,82,
61,82,83,
61,83,84,
61,62,84,
62,63,84,
63,84,85,
63,64,85,
64,85,86,
64,65,86,
65,86,87,
65,66,88,
65,87,88,
66,88,89,
66,67,89,
67,89,90,
67,68,90,
68,90,91,
68,91,92,
68,69,92,
69,92,93,
69,70,93,
70,71,94,
71,94,95,
71,72,95,
73,74,96,
72,95,96,
72,73,96,
74,96,97,
75,76,98,
74,97,98,
74,75,98,
76,98,99,
77,78,100,
76,99,100,
76,77,100,
78,100,101,
79,80,102,
81,82,103,
82,103,104,
82,83,104,
83,104,105,
83,105,106,
83,84,106,
84,85,106,
85,106,107,
85,107,108,
85,86,108,
86,108,109,
86,87,109,
87,109,110,
87,88,110,
88,110,111,
88,89,111,
89,111,112,
89,90,112,
90,112,113,
90,91,113,
91,113,114,
91,92,114,
92,93,115,
92,114,115,
70,93,116,
70,94,116,
93,115,116,
94,95,117,
94,116,117,
95,96,118,
95,117,118,
96,97,118,
97,118,119,
97,119,120,
97,98,120,
98,99,120,
100,101,121,
99,100,121,
78,101,123,
101,122,123,
79,102,124,
102,124,125,
80,81,126,
80,102,126,
81,103,126,
102,125,126,
103,126,127,
103,104,127,
104,127,128,
104,105,128,
105,128,129,
105,129,130,
105,106,130,
106,130,131,
106,107,131,
107,108,131,
108,131,132,
108,109,132,
109,132,133,
109,110,133,
111,112,134,
110,133,134,
110,111,134,
112,134,135,
112,113,135,
113,135,136,
113,114,136,
114,136,137,
114,137,138,
114,115,138,
115,116,138,
116,138,139,
116,117,140,
116,139,140,
117,118,140,
118,140,141,
118,119,141,
119,120,141,
120,141,142,
99,120,143,
99,121,143,
120,142,143,
101,121,144,
101,122,144,
121,143,144,
122,144,145,
122,145,146,
122,123,146,
124,125,147,
125,147,148,
125,126,148,
126,127,149,
126,148,149,
128,129,150,
129,130,150,
131,132,151,
130,150,151,
130,131,151,
141,142,152,
142,143,152,
143,152,153,
143,144,154,
143,153,154,
144,145,155,
145,146,155,
146,155,156,
146,156,157,
123,146,157,
147,148,158,
148,149,159,
149,159,160,
127,128,161,
127,149,161,
149,160,161,
128,161,162,
128,150,162,
150,162,163,
150,163,164,
150,151,164,
132,133,164,
132,151,164,
140,141,165,
141,152,165,
152,153,166,
152,165,166,
153,166,167,
153,154,168,
153,167,168,
144,154,169,
144,155,169,
154,168,169,
155,169,170,
155,156,170,
156,170,171,
156,157,171,
157,171,172,
124,147,173,
147,158,173,
158,173,174,
148,158,175,
148,159,175,
158,174,175,
159,175,176,
159,160,176,
160,176,177,
160,161,177,
162,163,178,
161,177,178,
161,162,178,
165,166,179,
166,167,179,
167,168,180,
167,179,180,
168,169,181,
169,170,182,
169,181,182,
170,171,182,
171,182,183,
171,183,184,
171,172,184,
157,172,185,
172,184,185,
124,173,186,
177,178,187,
163,178,188,
163,164,188,
178,187,188,
133,134,189,
133,164,189,
164,188,189,
139,140,190,
140,165,190,
165,179,190,
179,180,191,
179,190,191,
168,180,192,
168,181,192,
182,183,193,
183,184,193,
184,193,194,
184,185,194,
173,174,196,
173,186,196,
186,195,196,
174,175,197,
174,196,197,
175,176,197,
176,177,198,
176,197,198,
177,198,199,
177,187,200,
177,199,200,
187,200,201,
187,188,202,
187,201,202,
134,135,203,
134,189,203,
188,202,203,
188,189,203,
138,139,204,
139,190,204,
137,138,204,
190,191,204,
180,191,205,
180,192,205,
192,205,206,
192,206,207,
181,192,207,
181,182,208,
181,207,208,
182,193,208,
193,208,209,
193,194,209,
185,194,210,
194,209,210,
195,196,211,
196,211,212,
197,198,213,
196,212,213,
196,197,213,
198,199,214,
198,213,214,
199,214,215,
199,200,215,
200,201,215,
202,203,216,
135,203,216,
137,204,217,
191,204,218,
191,205,218,
204,217,218,
205,206,219,
205,218,219,
206,207,220,
206,219,220,
207,220,221,
207,208,222,
207,221,222,
208,209,222,
209,210,223,
209,222,223,
210,223,224,
185,210,224,
195,211,225,
211,212,226,
211,225,226,
214,215,227,
201,215,228,
215,227,228,
201,202,229,
201,228,229,
202,216,229,
135,136,230,
135,216,230,
216,229,230,
136,230,231,
136,137,231,
137,217,231,
217,218,232,
217,231,232,
218,219,233,
218,232,233,
219,220,234,
219,233,234,
220,221,234,
221,222,235,
222,235,236,
222,223,236,
223,236,237,
223,237,238,
223,224,238,
225,226,239,
226,239,240,
212,226,241,
226,240,241,
212,213,242,
212,241,242,
213,214,243,
213,242,243,
214,227,244,
214,243,244,
227,244,245,
227,228,246,
227,245,246,
228,229,246,
229,246,247,
229,230,247,
230,247,248,
231,232,249,
230,248,249,
230,231,249,
221,234,250,
221,235,250,
235,250,251,
235,251,252,
235,236,252,
236,252,253,
236,237,253,
237,253,254,
237,238,254,
240,241,255,
241,242,255,
242,243,256,
242,255,256,
243,244,256,
245,246,257,
246,247,257,
247,257,258,
247,258,259,
247,248,259,
248,259,260,
248,249,260,
232,233,261,
232,249,261,
249,260,261,
233,234,262,
233,261,262,
234,250,262,
250,262,263,
250,251,264,
250,263,264,
251,252,265,
251,264,265,
252,253,265,
253,265,266,
253,254,266,
238,254,267,
254,266,267,
239,240,268,
240,255,269,
240,268,269,
255,269,270,
255,256,271,
255,270,271,
256,271,272,
244,256,273,
256,272,273,
245,257,274,
244,245,274,
244,273,274,
257,258,275,
257,274,275,
260,261,276,
259,260,276,
261,262,277,
261,276,277,
262,263,278,
262,277,278,
263,278,279,
263,264,280,
263,279,280,
264,265,281,
264,280,281,
265,281,282,
265,266,282,
266,282,283,
266,283,284,
266,267,284,
268,269,285,
269,270,286,
270,271,287,
270,286,287,
271,272,287,
272,287,288,
272,273,289,
272,288,289,
273,274,290,
273,289,290,
274,290,291,
274,275,291,
275,291,292,
258,259,292,
258,275,292,
276,277,294,
276,293,294,
277,294,295,
277,295,296,
277,278,296,
278,279,297,
278,296,297,
279,280,297,
281,282,298,
280,281,298,
282,298,299,
282,283,299,
283,284,300,
269,285,302,
269,286,302,
285,301,302,
286,302,303,
287,288,304,
286,303,304,
286,287,304,
288,304,305,
288,289,305,
289,305,306,
290,291,307,
289,290,307,
289,306,307,
291,307,308,
291,292,308,
292,308,309,
259,276,310,
259,292,310,
276,293,310,
292,309,310,
293,294,311,
295,296,312,
296,297,312,
297,312,313,
280,297,314,
280,298,314,
297,313,314,
298,314,315,
298,299,315,
299,315,316,
299,316,317,
283,299,317,
283,300,317,
302,303,318,
303,304,318,
304,305,319,
304,318,319,
305,306,319,
306,319,320,
306,320,321,
306,307,321,
307,308,321,
308,309,322,
308,321,322,
309,322,323,
309,310,323,
294,311,325,
295,312,326,
294,325,326,
294,295,326,
312,313,327,
312,326,327,
313,314,328,
313,327,328,
315,316,329,
314,315,329,
314,328,329,
316,329,330,
316,317,330,
300,317,331,
317,330,331,
302,318,332,
301,302,332,
318,332,333,
318,319,333,
319,333,334,
319,334,335,
319,320,335,
320,321,335,
321,322,336,
321,335,336,
322,336,337,
322,323,337,
324,325,338,
325,338,339,
325,326,340,
325,339,340,
326,327,341,
326,340,341,
327,328,342,
327,341,342,
328,329,343,
328,342,343,
329,343,344,
329,330,344,
330,344,345,
330,331,345,
331,345,346,
300,331,346,
332,333,347,
333,334,347,
334,347,348,
334,335,349,
334,348,349,
335,336,349,
336,337,350,
323,337,351,
337,350,351,
338,339,353,
338,352,353,
339,340,353,
340,341,354,
340,353,354,
341,342,354,
342,343,355,
342,354,355,
343,355,356,
343,344,357,
343,356,357,
344,345,357,
345,357,358,
345,346,358,
301,332,359,
332,347,359,
347,348,360,
348,349,361,
348,360,361,
349,361,362,
336,349,363,
349,362,363,
336,350,364,
336,363,364,
350,364,365,
350,351,365,
352,353,366,
353,366,367,
353,354,368,
353,367,368,
354,368,369,
354,355,370,
354,369,370,
355,356,371,
355,370,371,
356,357,371,
357,371,372,
346,358,373,
357,372,373,
357,358,373,
347,359,374,
347,360,374,
360,361,375,
360,374,375,
361,362,376,
361,375,376,
363,364,377,
364,365,377,
365,377,378,
366,367,379,
367,368,380,
367,379,380,
368,369,381,
368,380,381,
369,370,382,
369,381,382,
370,371,383,
370,382,383,
371,383,384,
371,372,385,
371,384,385,
372,373,385,
346,373,386,
373,385,386,
359,374,387,
374,375,388,
374,387,388,
375,376,388,
362,376,389,
376,388,389,
362,363,390,
362,389,390,
363,377,390,
377,390,391,
377,378,391,
378,391,392,
365,378,393,
378,392,393,
351,365,394,
365,393,394,
351,394,395,
323,351,396,
351,395,396,
310,323,397,
323,396,397,
310,397,398,
293,310,399,
293,311,399,
310,398,399,
311,399,400,
311,324,400,
324,400,401,
324,401,402,
324,338,402,
338,402,403,
338,352,403,
352,366,403,
366,403,404,
366,379,404,
380,381,405,
379,404,405,
379,380,405,
381,405,406,
381,406,407,
381,382,407,
382,407,408,
382,383,408,
383,384,409,
383,408,409,
384,385,409,
385,409,410,
385,386,410,
387,388,411,
388,389,412,
388,411,412,
389,412,413,
389,413,414,
389,390,414,
390,414,415,
390,391,415,
391,415,416,
391,416,417,
391,392,417,
392,417,418,
392,393,418,
394,395,419,
393,418,419,
393,394,419,
395,419,420,
395,396,420,
396,420,421,
397,398,422,
396,421,422,
396,397,422,
398,422,423,
398,399,423,
399,423,424,
399,400,424,
400,424,425,
401,402,426,
400,425,426,
400,401,426,
402,403,427,
403,404,428,
403,427,428,
404,428,429,
404,405,430,
404,429,430,
407,408,431,
406,407,431,
408,431,432,
409,410,433,
408,432,433,
408,409,433,
411,412,434,
412,413,434,
413,414,435,
413,434,435,
414,435,436,
414,415,436,
415,436,437,
415,437,438,
415,416,438,
416,438,439,
416,417,439,
417,418,439,
419,420,440,
418,439,440,
