-4.9e-06,-9e-07
-4.9e-06,-7e-07
-4.9e-06,-6e-07
-4.9e-06,-4e-07
-4.9e-06,1e-07
-4.9e-06,2e-07
-4.9e-06,4e-07
-4.9e-06,8e-07
-4.9e-06,9e-07
-4.8e-06,-1.3e-06
-4.8e-06,-1.1e-06
-4.8e-06,-1e-06
-4.8e-06,-6e-07
-4.8e-06,-5e-07
-4.8e-06,-4e-07
-4.8e-06,-2e-07
-4.8e-06,-1e-07
-4.8e-06,1e-07
-4.8e-06,3e-07
-4.8e-06,6e-07
-4.8e-06,8e-07
-4.8e-06,9e-07
-4.8e-06,1e-06
-4.8e-06,1.1e-06
-4.8e-06,1.4e-06
-4.7e-06,-1.7e-06
-4.7e-06,-1.4e-06
-4.7e-06,-1.3e-06
-4.7e-06,-1e-06
-4.7e-06,-8e-07
-4.7e-06,-7e-07
-4.7e-06,-6e-07
-4.7e-06,-4e-07
-4.7e-06,-3e-07
-4.7e-06,-1e-07
-4.7e-06,1e-07
-4.7e-06,2e-07
-4.7e-06,3e-07
-4.7e-06,5e-07
-4.7e-06,6e-07
-4.7e-06,7e-07
-4.7e-06,9e-07
-4.7e-06,1.2e-06
-4.7e-06,1.3e-06
-4.7e-06,1.5e-06
-4.7e-06,1.6e-06
-4.7e-06,1.7e-06
-4.6e-06,-1.6e-06
-4.6e-06,-1.3e-06
-4.6e-06,-1.2e-06
-4.6e-06,-1.1e-06
-4.6e-06,-1e-06
-4.6e-06,-9e-07
-4.6e-06,-8e-07
-4.6e-06,-7e-07
-4.6e-06,-6e-07
-4.6e-06,-5e-07
-4.6e-06,-3e-07
-4.6e-06,-2e-07
-4.6e-06,-1e-07
-4.6e-06,-4.87044e-21
-4.6e-06,1e-07
-4.6e-06,3e-07
-4.6e-06,4e-07
-4.6e-06,6e-07
-4.6e-06,9e-07
-4.6e-06,1e-06
-4.6e-06,1.1e-06
-4.6e-06,1.4e-06
-4.6e-06,1.8e-06
-4.5e-06,-1.9e-06
-4.5e-06,-1.4e-06
-4.5e-06,-1e-06
-4.5e-06,-9e-07
-4.5e-06,-7e-07
-4.5e-06,-6e-07
-4.5e-06,-4e-07
-4.5e-06,-3e-07
-4.5e-06,2e-07
-4.5e-06,3e-07
-4.5e-06,4e-07
-4.5e-06,6e-07
-4.5e-06,8e-07
-4.5e-06,9e-07
-4.5e-06,1e-06
-4.5e-06,1.1e-06
-4.5e-06,1.2e-06
-4.5e-06,1.4e-06
-4.5e-06,1.8e-06
-4.5e-06,2e-06
-4.5e-06,2.1e-06
-4.4e-06,-2.3e-06
-4.4e-06,-2e-06
-4.4e-06,-1.9e-06
-4.4e-06,-1.6e-06
-4.4e-06,-1.4e-06
-4.4e-06,-1.2e-06
-4.4e-06,-1.1e-06
-4.4e-06,-6e-07
-4.4e-06,-3e-07
-4.4e-06,-2e-07
-4.4e-06,-1e-07
-4.4e-06,1e-07
-4.4e-06,3e-07
-4.4e-06,5e-07
-4.4e-06,7e-07
-4.4e-06,8e-07
-4.4e-06,9e-07
-4.4e-06,1e-06
-4.4e-06,1.1e-06
-4.4e-06,1.2e-06
-4.4e-06,1.3e-06
-4.4e-06,1.4e-06
-4.4e-06,1.5e-06
-4.4e-06,1.7e-06
-4.4e-06,1.9e-06
-4.4e-06,2.2e-06
-4.4e-06,2.3e-06
-4.3e-06,-2.5e-06
-4.3e-06,-2.4e-06
-4.3e-06,-2.3e-06
-4.3e-06,-2.1e-06
-4.3e-06,-1.7e-06
-4.3e-06,-1.6e-06
-4.3e-06,-1.4e-06
-4.3e-06,-1.3e-06
-4.3e-06,-1.2e-06
-4.3e-06,-1.1e-06
-4.3e-06,-9e-07
-4.3e-06,-2e-07
-4.3e-06,1e-07
-4.3e-06,2e-07
-4.3e-06,4e-07
-4.3e-06,1e-06
-4.3e-06,1.3e-06
-4.3e-06,1.4e-06
-4.3e-06,1.5e-06
-4.3e-06,1.8e-06
-4.3e-06,1.9e-06
-4.3e-06,2.3e-06
-4.3e-06,2.5e-06
-4.2e-06,-2.7e-06
-4.2e-06,-2.6e-06
-4.2e-06,-2.3e-06
-4.2e-06,-2.1e-06
-4.2e-06,-1.4e-06
-4.2e-06,-1.3e-06
-4.2e-06,-1.2e-06
-4.2e-06,-1.1e-06
-4.2e-06,-7e-07
-4.2e-06,-4e-07
-4.2e-06,-3e-07
-4.2e-06,2e-07
-4.2e-06,3e-07
-4.2e-06,5e-07
-4.2e-06,6e-07
-4.2e-06,9e-07
-4.2e-06,1.2e-06
-4.2e-06,1.5e-06
-4.2e-06,1.7e-06
-4.2e-06,1.9e-06
-4.2e-06,2e-06
-4.2e-06,2.1e-06
-4.2e-06,2.3e-06
-4.2e-06,2.5e-06
-4.2e-06,2.6e-06
-4.1e-06,-2.6e-06
-4.1e-06,-2.4e-06
-4.1e-06,-1.8e-06
-4.1e-06,-1.6e-06
-4.1e-06,-1.2e-06
-4.1e-06,-1.1e-06
-4.1e-06,-1e-06
-4.1e-06,-9e-07
-4.1e-06,-5e-07
-4.1e-06,-1e-07
-4.1e-06,-4.87044e-21
-4.1e-06,1e-07
-4.1e-06,2e-07
-4.1e-06,3e-07
-4.1e-06,5e-07
-4.1e-06,7e-07
-4.1e-06,1e-06
-4.1e-06,1.2e-06
-4.1e-06,1.3e-06
-4.1e-06,1.5e-06
-4.1e-06,1.9e-06
-4.1e-06,2.2e-06
-4.1e-06,2.4e-06
-4.1e-06,2.6e-06
-4.1e-06,2.7e-06
-4e-06,-2.8e-06
-4e-06,-2.6e-06
-4e-06,-2.4e-06
-4e-06,-2.2e-06
-4e-06,-1.9e-06
-4e-06,-1.8e-06
-4e-06,-1.6e-06
-4e-06,-1.5e-06
-4e-06,-1.4e-06
-4e-06,-1.3e-06
-4e-06,-9e-07
-4e-06,-5e-07
-4e-06,3e-07
-4e-06,5e-07
-4e-06,6e-07
-4e-06,7e-07
-4e-06,9e-07
-4e-06,1e-06
-4e-06,1.1e-06
-4e-06,1.2e-06
-4e-06,1.3e-06
-4e-06,1.7e-06
-4e-06,1.8e-06
-4e-06,1.9e-06
-4e-06,2.1e-06
-4e-06,2.2e-06
-4e-06,2.4e-06
-4e-06,2.5e-06
-4e-06,2.8e-06
-3.9e-06,-3.1e-06
-3.9e-06,-2.7e-06
-3.9e-06,-2.6e-06
-3.9e-06,-2.5e-06
-3.9e-06,-1.9e-06
-3.9e-06,-1.6e-06
-3.9e-06,-1.5e-06
-3.9e-06,-1.4e-06
-3.9e-06,-1e-06
-3.9e-06,-3e-07
-3.9e-06,-1e-07
-3.9e-06,1e-07
-3.9e-06,4e-07
-3.9e-06,5e-07
-3.9e-06,8e-07
-3.9e-06,1e-06
-3.9e-06,1.1e-06
-3.9e-06,1.4e-06
-3.9e-06,2.1e-06
-3.9e-06,2.2e-06
-3.9e-06,2.3e-06
-3.9e-06,2.4e-06
-3.9e-06,2.5e-06
-3.9e-06,2.6e-06
-3.9e-06,2.7e-06
-3.9e-06,2.9e-06
-3.9e-06,3.1e-06
-3.8e-06,-3e-06
-3.8e-06,-2.7e-06
-3.8e-06,-2.6e-06
-3.8e-06,-2.5e-06
-3.8e-06,-2.4e-06
-3.8e-06,-2.3e-06
-3.8e-06,-2.1e-06
-3.8e-06,-2e-06
-3.8e-06,-1.8e-06
-3.8e-06,-1.6e-06
-3.8e-06,-1.3e-06
-3.8e-06,-1e-06
-3.8e-06,-9e-07
-3.8e-06,-8e-07
-3.8e-06,-4e-07
-3.8e-06,-2e-07
-3.8e-06,-4.87044e-21
-3.8e-06,1e-07
-3.8e-06,4e-07
-3.8e-06,6e-07
-3.8e-06,7e-07
-3.8e-06,9e-07
-3.8e-06,1.2e-06
-3.8e-06,1.5e-06
-3.8e-06,1.6e-06
-3.8e-06,1.7e-06
-3.8e-06,1.8e-06
-3.8e-06,1.9e-06
-3.8e-06,2.3e-06
-3.8e-06,2.6e-06
-3.8e-06,2.7e-06
-3.8e-06,2.9e-06
-3.8e-06,3.1e-06
-3.7e-06,-3e-06
-3.7e-06,-2.9e-06
-3.7e-06,-2.8e-06
-3.7e-06,-2.7e-06
-3.7e-06,-2.4e-06
-3.7e-06,-2.3e-06
-3.7e-06,-2.2e-06
-3.7e-06,-2.1e-06
-3.7e-06,-1.8e-06
-3.7e-06,-1.2e-06
-3.7e-06,-7e-07
-3.7e-06,-5e-07
-3.7e-06,-3e-07
-3.7e-06,-2e-07
-3.7e-06,-4.87044e-21
-3.7e-06,2e-07
-3.7e-06,3e-07
-3.7e-06,4e-07
-3.7e-06,6e-07
-3.7e-06,7e-07
-3.7e-06,1e-06
-3.7e-06,1.1e-06
-3.7e-06,1.3e-06
-3.7e-06,1.4e-06
-3.7e-06,1.5e-06
-3.7e-06,2e-06
-3.7e-06,2.2e-06
-3.7e-06,2.3e-06
-3.7e-06,2.4e-06
-3.7e-06,2.8e-06
-3.7e-06,3e-06
-3.7e-06,3.2e-06
-3.7e-06,3.3e-06
-3.6e-06,-3.4e-06
-3.6e-06,-3.1e-06
-3.6e-06,-2.9e-06
-3.6e-06,-2.7e-06
-3.6e-06,-2.4e-06
-3.6e-06,-2.1e-06
-3.6e-06,-2e-06
-3.6e-06,-1.7e-06
-3.6e-06,-1.6e-06
-3.6e-06,-1.5e-06
-3.6e-06,-1.4e-06
-3.6e-06,-1.3e-06
-3.6e-06,-1e-06
-3.6e-06,-9e-07
-3.6e-06,-2e-07
-3.6e-06,-4.87044e-21
-3.6e-06,2e-07
-3.6e-06,3e-07
-3.6e-06,5e-07
-3.6e-06,8e-07
-3.6e-06,1.1e-06
-3.6e-06,1.2e-06
-3.6e-06,1.4e-06
-3.6e-06,2e-06
-3.6e-06,2.2e-06
-3.6e-06,2.3e-06
-3.6e-06,2.4e-06
-3.6e-06,2.5e-06
-3.6e-06,2.7e-06
-3.6e-06,2.9e-06
-3.6e-06,3.1e-06
-3.6e-06,3.3e-06
-3.6e-06,3.4e-06
-3.5e-06,-3.2e-06
-3.5e-06,-3.1e-06
-3.5e-06,-2.4e-06
-3.5e-06,-2.3e-06
-3.5e-06,-2.2e-06
-3.5e-06,-2.1e-06
-3.5e-06,-1.9e-06
-3.5e-06,-1.7e-06
-3.5e-06,-1.4e-06
-3.5e-06,-1.2e-06
-3.5e-06,-1.1e-06
-3.5e-06,-1e-06
-3.5e-06,-8e-07
-3.5e-06,-7e-07
-3.5e-06,-6e-07
-3.5e-06,-4e-07
-3.5e-06,-2e-07
-3.5e-06,-1e-07
-3.5e-06,-4.87044e-21
-3.5e-06,2e-07
-3.5e-06,4e-07
-3.5e-06,7e-07
-3.5e-06,9e-07
-3.5e-06,1e-06
-3.5e-06,1.1e-06
-3.5e-06,1.5e-06
-3.5e-06,1.8e-06
-3.5e-06,2e-06
-3.5e-06,2.1e-06
-3.5e-06,2.2e-06
-3.5e-06,2.3e-06
-3.5e-06,2.5e-06
-3.5e-06,2.6e-06
-3.5e-06,2.7e-06
-3.5e-06,3.3e-06
-3.5e-06,3.4e-06
-3.5e-06,3.5e-06
-3.4e-06,-3.6e-06
-3.4e-06,-3.5e-06
-3.4e-06,-3.3e-06
-3.4e-06,-3.1e-06
-3.4e-06,-3e-06
-3.4e-06,-2.9e-06
-3.4e-06,-2.7e-06
-3.4e-06,-2.6e-06
-3.4e-06,-2.5e-06
-3.4e-06,-2e-06
-3.4e-06,-1.9e-06
-3.4e-06,-1.7e-06
-3.4e-06,-1.3e-06
-3.4e-06,-1e-06
-3.4e-06,-9e-07
-3.4e-06,-8e-07
-3.4e-06,-7e-07
-3.4e-06,-5e-07
-3.4e-06,-3e-07
-3.4e-06,-2e-07
-3.4e-06,-4.87044e-21
-3.4e-06,2e-07
-3.4e-06,3e-07
-3.4e-06,4e-07
-3.4e-06,5e-07
-3.4e-06,9e-07
-3.4e-06,1.1e-06
-3.4e-06,1.2e-06
-3.4e-06,1.3e-06
-3.4e-06,1.4e-06
-3.4e-06,1.6e-06
-3.4e-06,2e-06
-3.4e-06,2.2e-06
-3.4e-06,2.4e-06
-3.4e-06,2.5e-06
-3.4e-06,2.7e-06
-3.4e-06,2.9e-06
-3.4e-06,3e-06
-3.4e-06,3.2e-06
-3.4e-06,3.3e-06
-3.4e-06,3.4e-06
-3.4e-06,3.5e-06
-3.4e-06,3.6e-06
-3.3e-06,-3.4e-06
